abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization,query_consulta,slideshow_credits
"Players in the category would receive up to $1.5 million, knowing that if they develop full-blown dementia they can receive as much as $1.5 million more.",https://www.nytimes.com/2013/12/20/sports/football/settlement-may-cover-nfl-retirees-with-mild-dementia.html,"Players in the category would receive up to $1.5 million, knowing that if they develop full-blown dementia they can receive as much as $1.5 million more.",A persistent criticism of the $765 million settlement the N.F.L. agreed to in August is that only retired players in the worst health will receive payouts.,B,13,The New York Times,[],"[{'name': 'subject', 'value': 'Chronic Traumatic Encephalopathy', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Football', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'National Football League', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Brody, Anita B', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Concussions', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation (Civil)', 'rank': 8, 'major': 'N'}]",2013-12-19T21:55:43+0000,article,Sports,Sports,Pro Football,News,nyt://article/70391121-ff91-5421-85c1-41a1f9a4ee87,918,nyt://article/70391121-ff91-5421-85c1-41a1f9a4ee87,Payouts to N.F.L. Retirees With Mild Dementia Are Being Clarified,,,Payouts May Reach a Wider Pool of Retirees,,,,By Ken Belson,"[{'firstname': 'Ken', 'middlename': None, 'lastname': 'Belson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Michael French, who struggled with the brain disease frontotemporal dementia, diagnosed in 2007, died at a Manhattan nursing home.",https://www.nytimes.com/2013/12/10/health/one-minds-long-decay-finally-ends.html,"Michael French, who struggled with the brain disease frontotemporal dementia, diagnosed in 2007, died at a Manhattan nursing home.","Michael French, whose long struggle with the brain disease frontotemporal dementia was the subject of a 2012 New York Times article and video, died Nov. 30 at a nursing home in Manhattan. He was 73. ",D,7,The New York Times,[],"[{'name': 'subject', 'value': 'Frontotemporal Dementia', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Grady, Denise', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Deaths (Obituaries)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'French, Michael', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Brain', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 6, 'major': 'N'}]",2013-12-09T19:54:13+0000,article,Science,Health,,News,nyt://article/f0dbe6df-0591-558f-93aa-ae9ab7674aa9,318,nyt://article/f0dbe6df-0591-558f-93aa-ae9ab7674aa9,"Michael French, Who Battled a Rare Dementia, Dies at 73",,,One Mind’s Long Decay Finally Ends,,,,By Denise Grady,"[{'firstname': 'Denise', 'middlename': None, 'lastname': 'Grady', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"High doses of vitamin E may help people with Alzheimer’s disease maintain the ability to perform routine daily tasks, a new study finds, even though it does not slow cognitive decline.",https://newoldage.blogs.nytimes.com/2013/12/31/alzheimers/,"High doses of vitamin E may help people with Alzheimer’s disease maintain the ability to perform routine daily tasks, a new study finds, even though it does not slow cognitive decline.","Updated, 6:17 p.m. | ",,,The New York Times,[],"[{'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Dementia', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamin E', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Vitamins', 'rank': 5, 'major': 'N'}]",2013-12-31T21:00:35+0000,article,,Health,,News,nyt://article/e2c3d0cd-0069-542e-9104-330b1aeb516a,910,nyt://article/e2c3d0cd-0069-542e-9104-330b1aeb516a,Vitamin E Slows Decline of Some Alzheimer’s Patients in Study,The New Old Age,,,,,,By Pam Belluck,"[{'firstname': 'Pam', 'middlename': None, 'lastname': 'Belluck', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
"Families often do not understand what a “do not hospitalize” order means, a small study finds.",https://newoldage.blogs.nytimes.com/2013/11/20/a-misunderstood-directive/,"Families often do not understand what a “do not hospitalize” order means, a small study finds.",The old man lashed out the first night he spent in the nursing home. His behavior was so alarming that staff transferred him to a nearby hospital for evaluation. ,,,The New York Times,[],"[{'name': 'subject', 'value': 'Dementia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elder Care', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hospitals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Nursing Homes', 'rank': 4, 'major': 'N'}]",2013-11-20T10:00:59+0000,article,,Health,,News,nyt://article/b243605d-23dc-5442-a14c-92d57fc26c03,821,nyt://article/b243605d-23dc-5442-a14c-92d57fc26c03,A Misunderstood Directive,The New Old Age,,,,,,By Judith Graham,"[{'firstname': 'Judith', 'middlename': None, 'lastname': 'Graham', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",,dementia,
